CompetitionID,SessionID,GameID,EndID,ShotID,TeamID,PlayerID,Task,Handle,Points,TimeOut,stone_1_x,stone_1_y,stone_2_x,stone_2_y,stone_3_x,stone_3_y,stone_4_x,stone_4_y,stone_5_x,stone_5_y,stone_6_x,stone_6_y,stone_7_x,stone_7_y,stone_8_x,stone_8_y,stone_9_x,stone_9_y,stone_10_x,stone_10_y,stone_11_x,stone_11_y,stone_12_x,stone_12_y
0,1,1,1,7,19,1,0,0,0,,750,1916,4095,4095,0,0,0,0,0,0,0,0,750,650,0,0,0,0,0,0,0,0,0,0
0,1,1,1,8,27,1,0,1,2,,750,1916,4095,4095,0,0,0,0,0,0,0,0,750,650,892,1232,0,0,0,0,0,0,0,0
0,1,1,1,9,19,2,0,0,4,,750,1916,4095,4095,694,756,0,0,0,0,0,0,750,650,892,1232,0,0,0,0,0,0,0,0
0,1,1,1,16,27,2,0,0,0,,963,1657,4095,4095,694,756,0,0,0,0,0,0,750,650,892,1232,418,1608,0,0,0,0,0,0
0,1,1,1,17,19,2,7,0,3,,963,1657,4095,4095,694,756,636,1080,0,0,0,0,750,650,4095,0,418,1608,0,0,0,0,0,0
0,1,1,1,18,27,2,6,1,0,,963,1657,4095,4095,671,713,600,798,0,0,0,0,4095,0,4095,0,418,1608,590,1164,0,0,0,0
0,1,1,1,19,19,2,0,1,2,,963,1657,4095,4095,671,684,600,798,830,648,0,0,4095,0,4095,0,418,1608,590,1164,0,0,0,0
0,1,1,1,20,27,2,0,1,4,,963,1657,4095,4095,671,684,600,798,830,648,0,0,4095,0,4095,0,418,1608,590,1164,671,850,0,0
0,1,1,1,21,19,1,2,0,1,,963,1657,4095,4095,671,684,600,798,830,648,866,1628,4095,0,4095,0,418,1608,590,1164,671,850,0,0
0,1,1,1,22,27,1,0,0,0,,963,1657,4095,4095,671,684,600,798,830,648,866,1628,4095,0,4095,0,418,1608,590,1164,671,850,1031,496
0,1,1,2,7,27,1,0,0,4,,751,639,0,0,0,0,0,0,0,0,0,0,750,1916,712,727,0,0,0,0,0,0,0,0
0,1,1,2,8,19,1,0,0,2,,754,623,593,743,0,0,0,0,0,0,0,0,750,1916,719,723,0,0,0,0,0,0,0,0
0,1,1,2,9,27,2,0,0,4,,754,623,593,743,0,0,0,0,0,0,0,0,750,1916,719,723,700,944,0,0,0,0,0,0
0,1,1,2,16,19,2,6,0,0,,754,623,593,743,4095,4095,0,0,0,0,0,0,750,1916,719,723,1082,432,0,0,0,0,0,0
0,1,1,2,17,27,2,0,0,4,,754,623,593,743,4095,4095,0,0,0,0,0,0,750,1916,719,723,1082,432,700,863,0,0,0,0
0,1,1,2,18,19,2,9,0,0,,754,623,4095,0,4095,4095,310,688,0,0,0,0,750,1916,719,723,1082,432,700,863,0,0,0,0
0,1,1,2,19,27,2,0,0,4,,754,623,4095,0,4095,4095,310,688,0,0,0,0,750,1916,719,723,1082,432,702,853,673,944,0,0
0,1,1,2,20,19,2,9,0,4,,4095,0,4095,0,4095,4095,310,688,4095,4095,0,0,750,1916,4095,0,1082,432,4095,0,580,905,0,0
0,1,1,2,21,27,1,2,0,0,,4095,0,4095,0,4095,4095,310,688,4095,4095,0,0,750,1916,4095,0,1082,432,4095,0,580,905,719,1440
0,1,1,2,22,19,1,6,0,4,,4095,0,4095,0,4095,4095,310,688,4095,4095,593,989,750,1916,4095,0,1082,432,4095,0,4095,0,719,1440
0,1,1,3,7,19,1,0,0,0,,750,1916,657,1832,0,0,0,0,0,0,0,0,750,650,0,0,0,0,0,0,0,0,0,0
0,1,1,3,8,27,1,0,1,3,,750,1916,657,1832,0,0,0,0,0,0,0,0,750,650,885,1109,0,0,0,0,0,0,0,0
0,1,1,3,9,19,2,0,0,4,,750,1916,657,1832,658,863,0,0,0,0,0,0,750,650,885,1109,0,0,0,0,0,0,0,0
0,1,1,3,16,27,2,0,0,4,,750,1916,657,1832,628,674,0,0,0,0,0,0,750,650,885,1109,679,943,0,0,0,0,0,0
0,1,1,3,17,19,2,0,1,3,,750,1916,657,1832,628,674,774,1096,0,0,0,0,750,650,898,1109,679,943,0,0,0,0,0,0
0,1,1,3,18,27,2,3,1,4,,750,1916,657,1832,628,674,774,1096,0,0,0,0,749,619,759,743,679,943,924,1190,0,0,0,0
0,1,1,3,19,19,2,3,1,0,,716,1897,657,1832,628,674,774,1096,983,1420,0,0,749,619,759,743,679,943,924,1190,0,0,0,0
0,1,1,3,20,27,2,2,1,4,,716,1897,657,1832,628,674,774,1096,983,1420,0,0,749,619,759,743,679,943,924,1190,858,2277,0,0
0,1,1,3,21,19,1,2,1,4,,716,1897,657,1832,628,674,774,1096,983,1420,483,2594,749,619,759,743,679,943,924,1190,858,2277,0,0
0,1,1,3,22,27,1,3,1,4,,716,1897,657,1832,628,674,774,1096,963,1274,483,2594,749,619,759,743,679,943,850,707,858,2277,1018,1495
0,1,1,4,7,27,1,0,0,3,,750,650,0,0,0,0,0,0,0,0,0,0,750,1916,775,1100,0,0,0,0,0,0,0,0
0,1,1,4,8,19,1,0,0,4,,750,650,703,1148,0,0,0,0,0,0,0,0,750,1916,775,1100,0,0,0,0,0,0,0,0
0,1,1,4,9,27,2,0,1,3,,750,650,703,1148,0,0,0,0,0,0,0,0,750,1916,768,1080,803,1190,0,0,0,0,0,0
0,1,1,4,16,19,2,3,0,0,,750,650,703,1148,4095,4095,0,0,0,0,0,0,768,1917,768,1080,803,1190,0,0,0,0,0,0
0,1,1,4,17,27,2,0,1,3,,750,650,703,1148,4095,4095,0,0,0,0,0,0,768,1917,768,1080,803,1190,884,918,0,0,0,0
0,1,1,4,18,19,2,0,1,2,,750,650,703,1148,4095,4095,885,1288,0,0,0,0,768,1917,768,1080,803,1190,884,918,0,0,0,0
0,1,1,4,19,27,2,0,0,2,,750,650,706,1142,4095,4095,885,1288,0,0,0,0,768,1917,768,1080,803,1190,884,918,693,1236,0,0
0,1,1,4,20,19,2,0,0,0,,750,650,706,1142,4095,4095,885,1288,4095,4095,0,0,768,1917,768,1080,803,1190,884,918,693,1236,0,0
