CompetitionID,SessionID,GameID,EndID,TeamID,OpeningShotPoints,StrongOpening,PowerPlay,Has_Hammer,IsPowerPlayTeam,HasHammer
0,1,1,1,19,7,True,,0,False,False
0,1,1,1,27,2,True,,1,False,True
0,1,1,2,19,2,True,,1,False,True
0,1,1,2,27,12,True,,0,False,False
0,1,1,3,19,7,True,,0,False,False
0,1,1,3,27,11,True,,1,False,True
0,1,1,4,19,6,True,,1,False,True
0,1,1,4,27,9,True,,0,False,False
0,1,1,5,19,9,True,,0,False,False
0,1,1,5,27,8,True,,1,False,True
0,1,1,6,19,12,True,,0,False,False
0,1,1,6,27,8,True,1.0,1,True,True
0,1,1,7,19,4,True,1.0,1,True,True
0,1,1,7,27,11,True,,0,False,False
0,1,1,8,19,12,True,,1,False,True
0,1,1,8,27,8,True,,0,False,False
0,1,2,1,20,8,True,,0,False,False
0,1,2,1,46,9,True,,1,False,True
0,1,2,2,20,5,True,,1,False,True
0,1,2,2,46,9,True,,0,False,False
0,1,2,3,20,12,True,,0,False,False
0,1,2,3,46,8,True,,1,False,True
0,1,2,4,20,10,True,,1,False,True
0,1,2,4,46,10,True,,0,False,False
0,1,2,5,20,9,True,,0,False,False
0,1,2,5,46,6,True,,1,False,True
0,1,2,6,20,5,True,,0,False,False
0,1,2,6,46,8,True,2.0,1,True,True
0,1,2,7,20,8,True,2.0,1,True,True
0,1,2,7,46,10,True,,0,False,False
0,1,2,8,20,8,True,,0,False,False
0,1,2,8,46,12,True,,1,False,True
0,1,3,1,17,10,True,,0,False,False
0,1,3,1,22,7,True,,1,False,True
0,1,3,2,17,11,True,,0,False,False
0,1,3,2,22,10,True,,1,False,True
0,1,3,3,17,10,True,,0,False,False
0,1,3,3,22,11,True,,1,False,True
0,1,3,4,17,7,True,,1,False,True
0,1,3,4,22,6,True,,0,False,False
0,1,3,5,17,9,True,,0,False,False
0,1,3,5,22,8,True,,1,False,True
0,1,3,6,17,11,True,1.0,1,True,True
0,1,3,6,22,7,True,,0,False,False
0,1,3,7,17,12,True,,0,False,False
0,1,3,7,22,12,True,1.0,1,True,True
0,1,3,8,17,9,True,,0,False,False
0,1,3,8,22,6,True,,1,False,True
0,1,3,9,17,11,True,,1,False,True
0,1,3,9,22,9,True,,0,False,False
0,1,4,1,18,11,True,,0,False,False
0,1,4,1,43,7,True,,1,False,True
0,1,4,2,18,11,True,,1,False,True
0,1,4,2,43,10,True,,0,False,False
0,1,4,3,18,3,True,,1,False,True
0,1,4,3,43,11,True,,0,False,False
0,1,4,4,18,11,True,,1,False,True
0,1,4,4,43,10,True,,0,False,False
0,1,4,5,18,10,True,,0,False,False
0,1,4,5,43,10,True,,1,False,True
0,1,4,6,18,3,True,1.0,1,True,True
0,1,4,6,43,8,True,,0,False,False
0,1,4,7,18,4,True,,0,False,False
0,1,4,7,43,10,True,2.0,1,True,True
0,1,4,8,18,4,True,,1,False,True
0,1,4,8,43,12,True,,0,False,False
0,1,4,9,18,9,True,,0,False,False
0,1,4,9,43,11,True,,1,False,True
0,2,1,1,43,12,True,,1,False,True
0,2,1,1,46,6,True,,0,False,False
0,2,1,2,43,12,True,,0,False,False
0,2,1,2,46,4,True,,1,False,True
0,2,1,3,43,12,True,,1,False,True
0,2,1,3,46,8,True,,0,False,False
0,2,1,4,43,11,True,,0,False,False
0,2,1,4,46,12,True,,1,False,True
0,2,1,5,43,7,True,,1,False,True
0,2,1,5,46,11,True,,0,False,False
0,2,1,6,43,12,True,,0,False,False
0,2,1,6,46,11,True,1.0,1,True,True
0,2,1,7,43,6,True,1.0,1,True,True
0,2,1,7,46,11,True,,0,False,False
0,2,1,8,43,12,True,,0,False,False
0,2,1,8,46,11,True,,1,False,True
0,2,2,1,19,9,True,,1,False,True
0,2,2,1,22,10,True,,0,False,False
0,2,2,2,19,10,True,,0,False,False
0,2,2,2,22,10,True,,1,False,True
0,2,2,3,19,12,True,,1,False,True
0,2,2,3,22,10,True,,0,False,False
0,2,2,4,19,10,True,,1,False,True
0,2,2,4,22,12,True,,0,False,False
0,2,2,5,19,10,True,,0,False,False
0,2,2,5,22,11,True,,1,False,True
0,2,2,6,19,8,True,,0,False,False
0,2,2,6,22,8,True,2.0,1,True,True
0,2,2,7,19,7,True,2.0,1,True,True
0,2,2,7,22,8,True,,0,False,False
0,2,2,8,19,10,True,,0,False,False
0,2,2,8,22,12,True,,1,False,True
0,2,3,1,20,8,True,,1,False,True
0,2,3,1,24,8,True,,0,False,False
0,2,3,2,20,9,True,,0,False,False
0,2,3,2,24,11,True,,1,False,True
0,2,3,3,20,9,True,,1,False,True
0,2,3,3,24,9,True,,0,False,False
0,2,3,4,20,9,True,,1,False,True
0,2,3,4,24,10,True,,0,False,False
0,2,3,5,20,11,True,,0,False,False
0,2,3,5,24,4,True,,1,False,True
0,2,3,6,20,10,True,,0,False,False
0,2,3,6,24,8,True,1.0,1,True,True
0,2,3,7,20,6,True,,0,False,False
0,2,3,7,24,12,True,,1,False,True
0,2,3,8,20,6,True,2.0,1,True,True
0,2,3,8,24,12,True,,0,False,False
0,2,4,1,10,8,True,,1,False,True
0,2,4,1,27,10,True,,0,False,False
0,2,4,2,10,9,True,,0,False,False
0,2,4,2,27,8,True,,1,False,True
0,2,4,3,10,6,True,,1,False,True
0,2,4,3,27,6,True,,0,False,False
0,2,4,4,10,8,True,,1,False,True
0,2,4,4,27,10,True,,0,False,False
0,2,4,5,10,9,True,,0,False,False
0,2,4,5,27,12,True,,1,False,True
0,2,4,6,10,12,True,1.0,1,True,True
0,2,4,6,27,6,True,,0,False,False
0,2,4,7,10,7,True,,0,False,False
0,2,4,7,27,6,True,1.0,1,True,True
0,2,4,8,10,10,True,,1,False,True
0,2,4,8,27,11,True,,0,False,False
0,3,1,1,18,12,True,,1,False,True
0,3,1,1,24,12,True,,0,False,False
0,3,1,2,18,11,True,,0,False,False
0,3,1,2,24,12,True,,1,False,True
0,3,1,3,18,8,True,,1,False,True
0,3,1,3,24,12,True,,0,False,False
0,3,1,4,18,11,True,,0,False,False
0,3,1,4,24,12,True,,1,False,True
0,3,1,5,18,8,True,,1,False,True
0,3,1,5,24,12,True,,0,False,False
0,3,1,6,18,8,True,1.0,1,True,True
0,3,1,6,24,11,True,,0,False,False
0,3,1,7,18,10,True,,0,False,False
0,3,1,7,24,12,True,2.0,1,True,True
0,3,1,8,18,12,True,,1,False,True
0,3,1,8,24,10,True,,0,False,False
0,3,1,9,18,10,True,,0,False,False
0,3,1,9,24,11,True,,1,False,True
0,3,2,1,17,10,True,,0,False,False
0,3,2,1,20,11,True,,1,False,True
0,3,2,2,17,10,True,,1,False,True
0,3,2,2,20,10,True,,0,False,False
0,3,2,3,17,10,True,,0,False,False
0,3,2,3,20,10,True,,1,False,True
0,3,2,4,17,8,True,,1,False,True
0,3,2,4,20,9,True,,0,False,False
0,3,2,5,17,11,True,,0,False,False
0,3,2,5,20,6,True,,1,False,True
0,3,2,6,17,7,True,2.0,1,True,True
0,3,2,6,20,11,True,,0,False,False
0,3,2,7,17,4,True,,0,False,False
0,3,2,7,20,11,True,1.0,1,True,True
0,3,2,8,17,9,True,,0,False,False
0,3,2,8,20,9,True,,1,False,True
0,4,1,1,10,8,True,,0,False,False
0,4,1,1,17,12,True,,1,False,True
0,4,1,2,10,12,True,,1,False,True
0,4,1,2,17,12,True,,0,False,False
0,4,1,3,10,10,True,,0,False,False
0,4,1,3,17,10,True,,1,False,True
0,4,1,4,10,10,True,,1,False,True
0,4,1,4,17,10,True,,0,False,False
0,4,1,5,10,10,True,,0,False,False
0,4,1,5,17,10,True,,1,False,True
0,4,1,6,10,10,True,,1,False,True
0,4,1,6,17,11,True,,0,False,False
0,4,1,7,10,11,True,,0,False,False
0,4,1,7,17,10,True,1.0,1,True,True
0,4,1,8,10,12,True,2.0,1,True,True
0,4,1,8,17,12,True,,0,False,False
0,4,2,1,18,8,True,,0,False,False
0,4,2,1,27,7,True,,1,False,True
0,4,2,2,18,12,True,,1,False,True
0,4,2,2,27,10,True,,0,False,False
0,4,2,3,18,4,True,,0,False,False
0,4,2,3,27,6,True,,1,False,True
0,4,2,4,18,11,True,,1,False,True
0,4,2,4,27,10,True,,0,False,False
0,4,2,5,18,12,True,,0,False,False
0,4,2,5,27,6,True,,1,False,True
0,4,2,6,18,12,True,,1,False,True
0,4,2,6,27,12,True,,0,False,False
0,4,2,7,18,3,True,,0,False,False
0,4,2,7,27,11,True,,1,False,True
0,4,2,8,18,6,True,,1,False,True
0,4,2,8,27,11,True,,0,False,False
0,4,3,1,19,6,True,,1,False,True
0,4,3,1,43,11,True,,0,False,False
0,4,3,2,19,7,True,,0,False,False
0,4,3,2,43,12,True,,1,False,True
0,4,3,3,19,12,True,,1,False,True
0,4,3,3,43,10,True,,0,False,False
0,4,3,4,19,9,True,,0,False,False
0,4,3,4,43,9,True,,1,False,True
0,4,3,5,19,12,True,,1,False,True
0,4,3,5,43,6,True,,0,False,False
0,4,3,6,19,11,True,2.0,1,True,True
0,4,3,6,43,10,True,,0,False,False
0,4,3,7,19,9,True,,0,False,False
0,4,3,7,43,7,True,2.0,1,True,True
0,4,3,8,19,12,True,,1,False,True
0,4,3,8,43,11,True,,0,False,False
0,4,4,1,22,8,True,,1,False,True
0,4,4,1,46,10,True,,0,False,False
0,4,4,2,22,11,True,,0,False,False
0,4,4,2,46,8,True,,1,False,True
0,4,4,3,22,10,True,,0,False,False
0,4,4,3,46,7,True,,1,False,True
0,4,4,4,22,10,True,,0,False,False
0,4,4,4,46,10,True,1.0,1,True,True
0,4,4,5,22,7,True,,1,False,True
0,4,4,5,46,0,False,,0,False,False
0,4,4,6,22,11,True,,0,False,False
0,4,4,6,46,8,True,,1,False,True
0,4,4,7,22,12,True,,1,False,True
0,4,4,7,46,6,True,,0,False,False
0,5,1,1,19,8,True,,1,False,True
0,5,1,1,46,6,True,,0,False,False
0,5,1,2,19,11,True,,0,False,False
0,5,1,2,46,10,True,,1,False,True
0,5,1,3,19,12,True,,1,False,True
0,5,1,3,46,10,True,,0,False,False
0,5,1,4,19,12,True,,0,False,False
0,5,1,4,46,10,True,,1,False,True
0,5,1,5,19,12,True,,0,False,False
0,5,1,5,46,9,True,,1,False,True
0,5,1,6,19,8,True,,0,False,False
0,5,1,6,46,9,True,1.0,1,True,True
0,5,1,7,19,10,True,1.0,1,True,True
0,5,1,7,46,8,True,,0,False,False
0,5,1,8,19,12,True,,0,False,False
0,5,1,8,46,7,True,,1,False,True
0,5,2,1,10,11,True,,0,False,False
0,5,2,1,18,6,True,,1,False,True
0,5,2,2,10,9,True,,0,False,False
0,5,2,2,18,10,True,,1,False,True
0,5,2,3,10,12,True,,1,False,True
0,5,2,3,18,11,True,,0,False,False
0,5,2,4,10,11,True,,0,False,False
0,5,2,4,18,10,True,,1,False,True
0,5,2,5,10,11,True,,1,False,True
0,5,2,5,18,8,True,,0,False,False
0,5,2,6,10,11,True,,0,False,False
0,5,2,6,18,7,True,1.0,1,True,True
0,5,2,7,10,12,True,,1,False,True
0,5,2,7,18,12,True,,0,False,False
0,5,2,8,10,12,True,,0,False,False
0,5,2,8,18,10,True,,1,False,True
0,5,3,1,17,10,True,,1,False,True
0,5,3,1,24,11,True,,0,False,False
0,5,3,2,17,12,True,,1,False,True
0,5,3,2,24,11,True,,0,False,False
0,5,3,3,17,5,True,,0,False,False
0,5,3,3,24,9,True,,1,False,True
0,5,3,4,17,4,True,,1,False,True
0,5,3,4,24,8,True,,0,False,False
0,5,3,5,17,2,True,,0,False,False
0,5,3,5,24,12,True,,1,False,True
0,5,3,6,17,9,True,2.0,1,True,True
0,5,3,6,24,12,True,,0,False,False
0,5,3,7,17,9,True,,1,False,True
0,5,3,7,24,11,True,,0,False,False
0,5,3,8,17,11,True,,0,False,False
0,5,3,8,24,6,True,2.0,1,True,True
0,6,1,1,22,11,True,,0,False,False
0,6,1,1,24,11,True,,1,False,True
0,6,1,2,22,9,True,,1,False,True
0,6,1,2,24,8,True,,0,False,False
0,6,1,3,22,8,True,1.0,1,True,True
0,6,1,3,24,12,True,,0,False,False
0,6,1,4,22,8,True,,0,False,False
0,6,1,4,24,11,True,,1,False,True
0,6,1,5,22,10,True,,1,False,True
0,6,1,5,24,11,True,,0,False,False
0,6,1,6,22,8,True,,1,False,True
0,6,1,6,24,11,True,,0,False,False
0,6,2,1,10,11,True,,0,False,False
0,6,2,1,43,11,True,,1,False,True
0,6,2,2,10,9,True,,1,False,True
0,6,2,2,43,10,True,,0,False,False
0,6,2,3,10,12,True,,0,False,False
0,6,2,3,43,17,True,,1,False,True
0,6,2,4,10,11,True,,0,False,False
0,6,2,4,43,9,True,,1,False,True
0,6,2,5,10,11,True,,1,False,True
0,6,2,5,43,12,True,,0,False,False
0,6,2,6,10,10,True,,0,False,False
0,6,2,6,43,12,True,2.0,1,True,True
0,6,2,7,10,10,True,,1,False,True
0,6,2,7,43,10,True,,0,False,False
0,6,2,8,10,9,True,,0,False,False
0,6,2,8,43,10,True,,1,False,True
0,6,3,1,27,12,True,,1,False,True
0,6,3,1,46,10,True,,0,False,False
0,6,3,2,27,11,True,,0,False,False
0,6,3,2,46,11,True,,1,False,True
0,6,3,3,27,11,True,,0,False,False
0,6,3,3,46,10,True,,1,False,True
0,6,3,4,27,12,True,,1,False,True
0,6,3,4,46,4,True,,0,False,False
0,6,3,5,27,6,True,,0,False,False
0,6,3,5,46,10,True,2.0,1,True,True
0,6,3,6,27,12,True,,1,False,True
0,6,3,6,46,12,True,,0,False,False
0,6,3,7,27,9,True,1.0,1,True,True
0,6,3,7,46,11,True,,0,False,False
0,6,3,8,27,9,True,,0,False,False
0,6,3,8,46,10,True,,1,False,True
0,6,3,9,27,12,True,,1,False,True
0,6,3,9,46,10,True,,0,False,False
0,6,4,1,19,9,True,,1,False,True
0,6,4,1,20,11,True,,0,False,False
0,6,4,2,19,7,True,,0,False,False
0,6,4,2,20,9,True,,1,False,True
0,6,4,3,19,10,True,,1,False,True
0,6,4,3,20,7,True,,0,False,False
0,6,4,4,19,12,True,,0,False,False
0,6,4,4,20,12,True,,1,False,True
0,6,4,5,19,11,True,,1,False,True
0,6,4,5,20,9,True,,0,False,False
0,6,4,6,19,8,True,1.0,1,True,True
0,6,4,6,20,8,True,,0,False,False
0,6,4,7,19,8,True,,0,False,False
0,6,4,7,20,7,True,1.0,1,True,True
0,6,4,8,19,11,True,,1,False,True
0,6,4,8,20,8,True,,0,False,False
0,6,4,9,19,10,True,,0,False,False
0,6,4,9,20,11,True,,1,False,True
0,7,1,1,17,12,True,,1,False,True
0,7,1,1,46,6,True,,0,False,False
0,7,1,2,17,11,True,,0,False,False
0,7,1,2,46,5,True,,1,False,True
0,7,1,3,17,10,True,,0,False,False
0,7,1,3,46,9,True,2.0,1,True,True
0,7,1,4,17,8,True,,1,False,True
0,7,1,4,46,10,True,,0,False,False
0,7,1,5,17,12,True,,0,False,False
0,7,1,5,46,12,True,,1,False,True
0,7,1,6,17,11,True,1.0,1,True,True
0,7,1,6,46,6,True,,0,False,False
0,7,2,1,18,11,True,,0,False,False
0,7,2,1,19,6,True,,1,False,True
0,7,2,2,18,6,True,,1,False,True
0,7,2,2,19,12,True,,0,False,False
0,7,2,3,18,11,True,,0,False,False
0,7,2,3,19,12,True,,1,False,True
0,7,2,4,18,9,True,,1,False,True
0,7,2,4,19,10,True,,0,False,False
0,7,2,5,18,12,True,2.0,1,True,True
0,7,2,5,19,11,True,,0,False,False
0,7,2,6,18,9,True,,1,False,True
